#    L    TT             EE             BB             TE          
  1266    0.80943E+03    0.27448E+02    0.84303E-01   -0.24534E+01
  1267    0.80612E+03    0.27588E+02    0.84229E-01   -0.29826E+01
  1268    0.80287E+03    0.27726E+02    0.84155E-01   -0.35219E+01
  1269    0.79968E+03    0.27861E+02    0.84081E-01   -0.40706E+01
  1270    0.79653E+03    0.27993E+02    0.84007E-01   -0.46293E+01
  1271    0.79345E+03    0.28122E+02    0.83934E-01   -0.51968E+01
  1272    0.79041E+03    0.28249E+02    0.83860E-01   -0.57732E+01
  1273    0.78741E+03    0.28373E+02    0.83787E-01   -0.63583E+01
  1274    0.78448E+03    0.28493E+02    0.83714E-01   -0.69517E+01
  1275    0.78160E+03    0.28611E+02    0.83641E-01   -0.75526E+01
  1276    0.77878E+03    0.28726E+02    0.83569E-01   -0.81618E+01
  1277    0.77601E+03    0.28838E+02    0.83497E-01   -0.87779E+01
  1278    0.77330E+03    0.28946E+02    0.83425E-01   -0.94016E+01
  1279    0.77065E+03    0.29051E+02    0.83353E-01   -0.10032E+02
  1280    0.76806E+03    0.29154E+02    0.83282E-01   -0.10669E+02
  1281    0.76553E+03    0.29253E+02    0.83211E-01   -0.11312E+02
  1282    0.76306E+03    0.29349E+02    0.83140E-01   -0.11962E+02
  1283    0.76064E+03    0.29441E+02    0.83070E-01   -0.12617E+02
  1284    0.75829E+03    0.29530E+02    0.83000E-01   -0.13277E+02
  1285    0.75599E+03    0.29616E+02    0.82931E-01   -0.13943E+02
  1286    0.75375E+03    0.29698E+02    0.82861E-01   -0.14613E+02
  1287    0.75158E+03    0.29777E+02    0.82793E-01   -0.15288E+02
  1288    0.74947E+03    0.29852E+02    0.82724E-01   -0.15967E+02
  1289    0.74742E+03    0.29925E+02    0.82656E-01   -0.16650E+02
  1290    0.74542E+03    0.29993E+02    0.82589E-01   -0.17337E+02
  1291    0.74349E+03    0.30057E+02    0.82522E-01   -0.18027E+02
  1292    0.74162E+03    0.30118E+02    0.82455E-01   -0.18721E+02
  1293    0.73981E+03    0.30176E+02    0.82389E-01   -0.19418E+02
  1294    0.73807E+03    0.30229E+02    0.82323E-01   -0.20116E+02
  1295    0.73638E+03    0.30279E+02    0.82258E-01   -0.20817E+02
  1296    0.73475E+03    0.30326E+02    0.82193E-01   -0.21519E+02
  1297    0.73318E+03    0.30370E+02    0.82129E-01   -0.22224E+02
  1298    0.73168E+03    0.30409E+02    0.82065E-01   -0.22929E+02
  1299    0.73023E+03    0.30445E+02    0.82002E-01   -0.23636E+02
  1300    0.72886E+03    0.30476E+02    0.81939E-01   -0.24344E+02
  1301    0.72754E+03    0.30505E+02    0.81877E-01   -0.25052E+02
  1302    0.72628E+03    0.30529E+02    0.81815E-01   -0.25759E+02
  1303    0.72507E+03    0.30550E+02    0.81754E-01   -0.26467E+02
  1304    0.72393E+03    0.30567E+02    0.81694E-01   -0.27175E+02
  1305    0.72285E+03    0.30580E+02    0.81634E-01   -0.27882E+02
  1306    0.72183E+03    0.30590E+02    0.81574E-01   -0.28588E+02
  1307    0.72087E+03    0.30596E+02    0.81516E-01   -0.29291E+02
  1308    0.71997E+03    0.30598E+02    0.81457E-01   -0.29995E+02
  1309    0.71912E+03    0.30596E+02    0.81400E-01   -0.30695E+02
  1310    0.71833E+03    0.30591E+02    0.81342E-01   -0.31393E+02
  1311    0.71760E+03    0.30581E+02    0.81286E-01   -0.32088E+02
  1312    0.71694E+03    0.30569E+02    0.81230E-01   -0.32781E+02
  1313    0.71632E+03    0.30552E+02    0.81175E-01   -0.33470E+02
  1314    0.71577E+03    0.30532E+02    0.81120E-01   -0.34156E+02
  1315    0.71527E+03    0.30509E+02    0.81066E-01   -0.34837E+02
  1316    0.71482E+03    0.30481E+02    0.81012E-01   -0.35515E+02
  1317    0.71444E+03    0.30450E+02    0.80959E-01   -0.36188E+02
  1318    0.71410E+03    0.30415E+02    0.80907E-01   -0.36856E+02
  1319    0.71381E+03    0.30377E+02    0.80856E-01   -0.37520E+02
  1320    0.71358E+03    0.30335E+02    0.80804E-01   -0.38178E+02
  1321    0.71340E+03    0.30290E+02    0.80754E-01   -0.38831E+02
  1322    0.71327E+03    0.30240E+02    0.80704E-01   -0.39477E+02
  1323    0.71320E+03    0.30187E+02    0.80655E-01   -0.40118E+02
  1324    0.71317E+03    0.30131E+02    0.80607E-01   -0.40752E+02
  1325    0.71320E+03    0.30071E+02    0.80559E-01   -0.41380E+02
  1326    0.71328E+03    0.30008E+02    0.80511E-01   -0.42001E+02
  1327    0.71339E+03    0.29942E+02    0.80465E-01   -0.42615E+02
  1328    0.71357E+03    0.29873E+02    0.80419E-01   -0.43221E+02
  1329    0.71378E+03    0.29800E+02    0.80373E-01   -0.43820E+02
  1330    0.71405E+03    0.29723E+02    0.80329E-01   -0.44411E+02
  1331    0.71436E+03    0.29643E+02    0.80285E-01   -0.44994E+02
  1332    0.71471E+03    0.29560E+02    0.80241E-01   -0.45569E+02
  1333    0.71511E+03    0.29474E+02    0.80198E-01   -0.46135E+02
  1334    0.71556E+03    0.29385E+02    0.80156E-01   -0.46692E+02
  1335    0.71604E+03    0.29292E+02    0.80114E-01   -0.47241E+02
  1336    0.71657E+03    0.29196E+02    0.80073E-01   -0.47780E+02
  1337    0.71714E+03    0.29097E+02    0.80033E-01   -0.48310E+02
  1338    0.71774E+03    0.28995E+02    0.79993E-01   -0.48830E+02
  1339    0.71839E+03    0.28890E+02    0.79954E-01   -0.49341E+02
  1340    0.71908E+03    0.28782E+02    0.79915E-01   -0.49843E+02
  1341    0.71980E+03    0.28672E+02    0.79877E-01   -0.50333E+02
  1342    0.72056E+03    0.28559E+02    0.79840E-01   -0.50814E+02
  1343    0.72135E+03    0.28442E+02    0.79803E-01   -0.51284E+02
  1344    0.72219E+03    0.28323E+02    0.79767E-01   -0.51744E+02
  1345    0.72305E+03    0.28201E+02    0.79731E-01   -0.52192E+02
  1346    0.72394E+03    0.28076E+02    0.79696E-01   -0.52631E+02
  1347    0.72488E+03    0.27949E+02    0.79662E-01   -0.53058E+02
  1348    0.72584E+03    0.27819E+02    0.79628E-01   -0.53474E+02
  1349    0.72683E+03    0.27686E+02    0.79595E-01   -0.53878E+02
  1350    0.72785E+03    0.27552E+02    0.79562E-01   -0.54271E+02
  1351    0.72891E+03    0.27414E+02    0.79530E-01   -0.54652E+02
  1352    0.72998E+03    0.27274E+02    0.79498E-01   -0.55021E+02
  1353    0.73108E+03    0.27133E+02    0.79467E-01   -0.55379E+02
  1354    0.73221E+03    0.26989E+02    0.79436E-01   -0.55725E+02
  1355    0.73337E+03    0.26842E+02    0.79406E-01   -0.56058E+02
  1356    0.73455E+03    0.26694E+02    0.79376E-01   -0.56380E+02
  1357    0.73575E+03    0.26543E+02    0.79347E-01   -0.56689E+02
  1358    0.73697E+03    0.26390E+02    0.79319E-01   -0.56985E+02
  1359    0.73821E+03    0.26236E+02    0.79291E-01   -0.57269E+02
  1360    0.73945E+03    0.26080E+02    0.79263E-01   -0.57540E+02
  1361    0.74073E+03    0.25922E+02    0.79236E-01   -0.57799E+02
  1362    0.74201E+03    0.25762E+02    0.79209E-01   -0.58045E+02
  1363    0.74331E+03    0.25600E+02    0.79183E-01   -0.58278E+02
  1364    0.74461E+03    0.25437E+02    0.79157E-01   -0.58498E+02
  1365    0.74597E+03    0.25272E+02    0.79132E-01   -0.58705E+02
  1366    0.74730E+03    0.25106E+02    0.79107E-01   -0.58899E+02
  1367    0.74864E+03    0.24937E+02    0.79083E-01   -0.59080E+02
  1368    0.75004E+03    0.24769E+02    0.79058E-01   -0.59248E+02
  1369    0.75140E+03    0.24598E+02    0.79035E-01   -0.59402E+02
  1370    0.75277E+03    0.24427E+02    0.79011E-01   -0.59543E+02
  1371    0.75415E+03    0.24254E+02    0.78989E-01   -0.59671E+02
  1372    0.75553E+03    0.24080E+02    0.78966E-01   -0.59786E+02
  1373    0.75693E+03    0.23906E+02    0.78944E-01   -0.59888E+02
  1374    0.75833E+03    0.23730E+02    0.78922E-01   -0.59975E+02
  1375    0.75975E+03    0.23553E+02    0.78900E-01   -0.60051E+02
  1376    0.76117E+03    0.23376E+02    0.78879E-01   -0.60112E+02
  1377    0.76260E+03    0.23199E+02    0.78858E-01   -0.60160E+02
  1378    0.76403E+03    0.23019E+02    0.78838E-01   -0.60195E+02
  1379    0.76542E+03    0.22840E+02    0.78817E-01   -0.60217E+02
  1380    0.76683E+03    0.22660E+02    0.78797E-01   -0.60225E+02
  1381    0.76823E+03    0.22480E+02    0.78777E-01   -0.60220E+02
  1382    0.76955E+03    0.22299E+02    0.78758E-01   -0.60201E+02
  1383    0.77097E+03    0.22117E+02    0.78739E-01   -0.60169E+02
  1384    0.77230E+03    0.21936E+02    0.78720E-01   -0.60124E+02
  1385    0.77364E+03    0.21754E+02    0.78701E-01   -0.60066E+02
  1386    0.77498E+03    0.21572E+02    0.78682E-01   -0.59994E+02
  1387    0.77628E+03    0.21390E+02    0.78664E-01   -0.59909E+02
  1388    0.77767E+03    0.21208E+02    0.78645E-01   -0.59812E+02
  1389    0.77898E+03    0.21026E+02    0.78627E-01   -0.59701E+02
  1390    0.78024E+03    0.20844E+02    0.78609E-01   -0.59578E+02
  1391    0.78156E+03    0.20663E+02    0.78592E-01   -0.59442E+02
  1392    0.78283E+03    0.20481E+02    0.78574E-01   -0.59293E+02
  1393    0.78410E+03    0.20300E+02    0.78556E-01   -0.59131E+02
  1394    0.78533E+03    0.20119E+02    0.78539E-01   -0.58957E+02
  1395    0.78656E+03    0.19938E+02    0.78522E-01   -0.58770E+02
  1396    0.78779E+03    0.19759E+02    0.78504E-01   -0.58571E+02
  1397    0.78898E+03    0.19579E+02    0.78487E-01   -0.58359E+02
  1398    0.79012E+03    0.19400E+02    0.78470E-01   -0.58135E+02
  1399    0.79126E+03    0.19222E+02    0.78453E-01   -0.57899E+02
  1400    0.79241E+03    0.19045E+02    0.78436E-01   -0.57651E+02
  1401    0.79350E+03    0.18867E+02    0.78419E-01   -0.57391E+02
  1402    0.79460E+03    0.18692E+02    0.78402E-01   -0.57120E+02
  1403    0.79565E+03    0.18517E+02    0.78385E-01   -0.56836E+02
  1404    0.79666E+03    0.18343E+02    0.78368E-01   -0.56541E+02
  1405    0.79771E+03    0.18169E+02    0.78351E-01   -0.56235E+02
  1406    0.79867E+03    0.17998E+02    0.78334E-01   -0.55918E+02
  1407    0.79958E+03    0.17827E+02    0.78316E-01   -0.55590E+02
  1408    0.80058E+03    0.17657E+02    0.78299E-01   -0.55250E+02
  1409    0.80143E+03    0.17488E+02    0.78282E-01   -0.54900E+02
  1410    0.80234E+03    0.17321E+02    0.78264E-01   -0.54540E+02
  1411    0.80319E+03    0.17155E+02    0.78247E-01   -0.54169E+02
  1412    0.80399E+03    0.16991E+02    0.78229E-01   -0.53788E+02
  1413    0.80470E+03    0.16828E+02    0.78212E-01   -0.53397E+02
  1414    0.80545E+03    0.16667E+02    0.78194E-01   -0.52996E+02
  1415    0.80615E+03    0.16507E+02    0.78176E-01   -0.52585E+02
  1416    0.80685E+03    0.16349E+02    0.78157E-01   -0.52165E+02
  1417    0.80745E+03    0.16192E+02    0.78139E-01   -0.51736E+02
  1418    0.80804E+03    0.16037E+02    0.78120E-01   -0.51297E+02
  1419    0.80858E+03    0.15884E+02    0.78102E-01   -0.50850E+02
  1420    0.80912E+03    0.15733E+02    0.78083E-01   -0.50394E+02
  1421    0.80960E+03    0.15584E+02    0.78064E-01   -0.49930E+02
  1422    0.81008E+03    0.15437E+02    0.78044E-01   -0.49457E+02
  1423    0.81046E+03    0.15291E+02    0.78024E-01   -0.48976E+02
  1424    0.81088E+03    0.15148E+02    0.78004E-01   -0.48487E+02
  1425    0.81120E+03    0.15007E+02    0.77984E-01   -0.47991E+02
  1426    0.81147E+03    0.14868E+02    0.77964E-01   -0.47487E+02
  1427    0.81177E+03    0.14731E+02    0.77943E-01   -0.46975E+02
  1428    0.81198E+03    0.14596E+02    0.77922E-01   -0.46457E+02
  1429    0.81213E+03    0.14464E+02    0.77901E-01   -0.45931E+02
  1430    0.81227E+03    0.14334E+02    0.77879E-01   -0.45399E+02
  1431    0.81236E+03    0.14206E+02    0.77857E-01   -0.44860E+02
  1432    0.81239E+03    0.14080E+02    0.77835E-01   -0.44316E+02
  1433    0.81246E+03    0.13957E+02    0.77812E-01   -0.43764E+02
  1434    0.81243E+03    0.13837E+02    0.77789E-01   -0.43207E+02
  1435    0.81235E+03    0.13718E+02    0.77766E-01   -0.42645E+02
  1436    0.81225E+03    0.13602E+02    0.77742E-01   -0.42077E+02
  1437    0.81205E+03    0.13489E+02    0.77718E-01   -0.41504E+02
  1438    0.81185E+03    0.13378E+02    0.77693E-01   -0.40926E+02
  1439    0.81158E+03    0.13269E+02    0.77668E-01   -0.40343E+02
  1440    0.81131E+03    0.13164E+02    0.77643E-01   -0.39756E+02
  1441    0.81098E+03    0.13060E+02    0.77617E-01   -0.39165E+02
  1442    0.81059E+03    0.12960E+02    0.77591E-01   -0.38569E+02
  1443    0.81015E+03    0.12862E+02    0.77564E-01   -0.37969E+02
  1444    0.80969E+03    0.12767E+02    0.77537E-01   -0.37366E+02
  1445    0.80914E+03    0.12675E+02    0.77509E-01   -0.36759E+02
  1446    0.80861E+03    0.12585E+02    0.77481E-01   -0.36149E+02
  1447    0.80794E+03    0.12498E+02    0.77453E-01   -0.35534E+02
  1448    0.80730E+03    0.12414E+02    0.77424E-01   -0.34919E+02
  1449    0.80661E+03    0.12333E+02    0.77394E-01   -0.34300E+02
  1450    0.80585E+03    0.12254E+02    0.77364E-01   -0.33678E+02
  1451    0.80508E+03    0.12179E+02    0.77334E-01   -0.33055E+02
  1452    0.80421E+03    0.12105E+02    0.77303E-01   -0.32431E+02
  1453    0.80333E+03    0.12035E+02    0.77272E-01   -0.31804E+02
  1454    0.80243E+03    0.11968E+02    0.77240E-01   -0.31176E+02
  1455    0.80148E+03    0.11903E+02    0.77207E-01   -0.30546E+02
  1456    0.80047E+03    0.11842E+02    0.77174E-01   -0.29917E+02
  1457    0.79935E+03    0.11783E+02    0.77141E-01   -0.29286E+02
  1458    0.79827E+03    0.11727E+02    0.77107E-01   -0.28654E+02
  1459    0.79713E+03    0.11674E+02    0.77072E-01   -0.28022E+02
  1460    0.79592E+03    0.11624E+02    0.77037E-01   -0.27390E+02
  1461    0.79471E+03    0.11576E+02    0.77002E-01   -0.26759E+02
  1462    0.79344E+03    0.11532E+02    0.76965E-01   -0.26128E+02
  1463    0.79206E+03    0.11490E+02    0.76929E-01   -0.25498E+02
  1464    0.79072E+03    0.11451E+02    0.76891E-01   -0.24868E+02
  1465    0.78927E+03    0.11415E+02    0.76853E-01   -0.24240E+02
  1466    0.78785E+03    0.11382E+02    0.76815E-01   -0.23613E+02
  1467    0.78633E+03    0.11352E+02    0.76776E-01   -0.22988E+02
  1468    0.78479E+03    0.11325E+02    0.76736E-01   -0.22365E+02
  1469    0.78324E+03    0.11300E+02    0.76696E-01   -0.21743E+02
  1470    0.78155E+03    0.11278E+02    0.76656E-01   -0.21124E+02
  1471    0.77993E+03    0.11260E+02    0.76614E-01   -0.20508E+02
  1472    0.77824E+03    0.11244E+02    0.76572E-01   -0.19894E+02
  1473    0.77651E+03    0.11231E+02    0.76530E-01   -0.19284E+02
  1474    0.77466E+03    0.11220E+02    0.76487E-01   -0.18676E+02
  1475    0.77285E+03    0.11212E+02    0.76443E-01   -0.18072E+02
  1476    0.77098E+03    0.11208E+02    0.76399E-01   -0.17472E+02
  1477    0.76910E+03    0.11206E+02    0.76355E-01   -0.16875E+02
  1478    0.76716E+03    0.11206E+02    0.76309E-01   -0.16282E+02
  1479    0.76520E+03    0.11210E+02    0.76263E-01   -0.15694E+02
  1480    0.76318E+03    0.11216E+02    0.76217E-01   -0.15110E+02
  1481    0.76112E+03    0.11224E+02    0.76170E-01   -0.14530E+02
  1482    0.75904E+03    0.11236E+02    0.76122E-01   -0.13955E+02
  1483    0.75691E+03    0.11250E+02    0.76074E-01   -0.13385E+02
  1484    0.75476E+03    0.11267E+02    0.76025E-01   -0.12820E+02
  1485    0.75257E+03    0.11286E+02    0.75975E-01   -0.12261E+02
  1486    0.75033E+03    0.11308E+02    0.75925E-01   -0.11707E+02
  1487    0.74807E+03    0.11332E+02    0.75875E-01   -0.11158E+02
  1488    0.74577E+03    0.11359E+02    0.75824E-01   -0.10615E+02
  1489    0.74344E+03    0.11389E+02    0.75772E-01   -0.10079E+02
  1490    0.74107E+03    0.11420E+02    0.75720E-01   -0.95482E+01
  1491    0.73867E+03    0.11455E+02    0.75667E-01   -0.90239E+01
  1492    0.73624E+03    0.11492E+02    0.75613E-01   -0.85060E+01
  1493    0.73378E+03    0.11530E+02    0.75559E-01   -0.79948E+01
  1494    0.73129E+03    0.11572E+02    0.75505E-01   -0.74903E+01
  1495    0.72877E+03    0.11616E+02    0.75450E-01   -0.69926E+01
  1496    0.72622E+03    0.11662E+02    0.75394E-01   -0.65019E+01
  1497    0.72364E+03    0.11710E+02    0.75338E-01   -0.60184E+01
  1498    0.72104E+03    0.11761E+02    0.75281E-01   -0.55422E+01
  1499    0.71840E+03    0.11813E+02    0.75224E-01   -0.50734E+01
  1500    0.71574E+03    0.11868E+02    0.75166E-01   -0.46121E+01
  1501    0.71306E+03    0.11925E+02    0.75108E-01   -0.41583E+01
  1502    0.71034E+03    0.11984E+02    0.75049E-01   -0.37125E+01
  1503    0.70761E+03    0.12046E+02    0.74989E-01   -0.32746E+01
  1504    0.70485E+03    0.12109E+02    0.74929E-01   -0.28446E+01
  1505    0.70207E+03    0.12174E+02    0.74869E-01   -0.24228E+01
  1506    0.69926E+03    0.12241E+02    0.74808E-01   -0.20092E+01
  1507    0.69643E+03    0.12310E+02    0.74746E-01   -0.16039E+01
  1508    0.69359E+03    0.12381E+02    0.74684E-01   -0.12072E+01
  1509    0.69071E+03    0.12453E+02    0.74622E-01   -0.81905E+00
  1510    0.68783E+03    0.12527E+02    0.74559E-01   -0.43971E+00
  1511    0.68492E+03    0.12603E+02    0.74496E-01   -0.68780E-01
  1512    0.68199E+03    0.12680E+02    0.74432E-01    0.29239E+00
  1513    0.67905E+03    0.12759E+02    0.74367E-01    0.64547E+00
  1514    0.67609E+03    0.12841E+02    0.74302E-01    0.98909E+00
  1515    0.67313E+03    0.12923E+02    0.74237E-01    0.13241E+01
  1516    0.67014E+03    0.13006E+02    0.74171E-01    0.16491E+01
  1517    0.66714E+03    0.13092E+02    0.74105E-01    0.19655E+01
  1518    0.66413E+03    0.13178E+02    0.74039E-01    0.22730E+01
  1519    0.66111E+03    0.13266E+02    0.73972E-01    0.25700E+01
  1520    0.65808E+03    0.13355E+02    0.73904E-01    0.28581E+01
  1521    0.65503E+03    0.13445E+02    0.73836E-01    0.31369E+01
  1522    0.65197E+03    0.13536E+02    0.73768E-01    0.34059E+01
  1523    0.64890E+03    0.13628E+02    0.73699E-01    0.36654E+01
  1524    0.64583E+03    0.13722E+02    0.73630E-01    0.39151E+01
  1525    0.64274E+03    0.13817E+02    0.73561E-01    0.41552E+01
  1526    0.63965E+03    0.13912E+02    0.73491E-01    0.43858E+01
  1527    0.63656E+03    0.14008E+02    0.73421E-01    0.46060E+01
  1528    0.63346E+03    0.14106E+02    0.73351E-01    0.48169E+01
  1529    0.63035E+03    0.14204E+02    0.73280E-01    0.50182E+01
  1530    0.62725E+03    0.14303E+02    0.73209E-01    0.52094E+01
  1531    0.62413E+03    0.14402E+02    0.73137E-01    0.53904E+01
  1532    0.62102E+03    0.14503E+02    0.73065E-01    0.55621E+01
  1533    0.61791E+03    0.14603E+02    0.72993E-01    0.57244E+01
  1534    0.61479E+03    0.14705E+02    0.72921E-01    0.58756E+01
  1535    0.61168E+03    0.14807E+02    0.72848E-01    0.60179E+01
  1536    0.60856E+03    0.14909E+02    0.72775E-01    0.61498E+01
  1537    0.60545E+03    0.15013E+02    0.72702E-01    0.62718E+01
  1538    0.60235E+03    0.15116E+02    0.72628E-01    0.63843E+01
  1539    0.59923E+03    0.15219E+02    0.72555E-01    0.64869E+01
  1540    0.59612E+03    0.15323E+02    0.72481E-01    0.65799E+01
  1541    0.59302E+03    0.15427E+02    0.72406E-01    0.66624E+01
  1542    0.58992E+03    0.15532E+02    0.72332E-01    0.67358E+01
  1543    0.58683E+03    0.15636E+02    0.72257E-01    0.67988E+01
  1544    0.58374E+03    0.15741E+02    0.72182E-01    0.68525E+01
  1545    0.58067E+03    0.15845E+02    0.72107E-01    0.68965E+01
  1546    0.57759E+03    0.15949E+02    0.72032E-01    0.69305E+01
  1547    0.57453E+03    0.16054E+02    0.71956E-01    0.69552E+01
  1548    0.57148E+03    0.16158E+02    0.71881E-01    0.69702E+01
  1549    0.56843E+03    0.16262E+02    0.71805E-01    0.69759E+01
  1550    0.56540E+03    0.16366E+02    0.71729E-01    0.69718E+01
  1551    0.56238E+03    0.16470E+02    0.71653E-01    0.69581E+01
  1552    0.55937E+03    0.16573E+02    0.71577E-01    0.69354E+01
  1553    0.55637E+03    0.16677E+02    0.71501E-01    0.69038E+01
  1554    0.55338E+03    0.16780E+02    0.71424E-01    0.68625E+01
  1555    0.55040E+03    0.16882E+02    0.71348E-01    0.68124E+01
  1556    0.54745E+03    0.16984E+02    0.71271E-01    0.67529E+01
  1557    0.54450E+03    0.17085E+02    0.71194E-01    0.66846E+01
  1558    0.54158E+03    0.17186E+02    0.71118E-01    0.66079E+01
  1559    0.53867E+03    0.17285E+02    0.71041E-01    0.65220E+01
  1560    0.53578E+03    0.17385E+02    0.70964E-01    0.64272E+01
  1561    0.53289E+03    0.17484E+02    0.70887E-01    0.63241E+01
  1562    0.53002E+03    0.17582E+02    0.70810E-01    0.62122E+01
  1563    0.52718E+03    0.17679E+02    0.70733E-01    0.60924E+01
  1564    0.52435E+03    0.17775E+02    0.70656E-01    0.59642E+01
  1565    0.52155E+03    0.17870E+02    0.70579E-01    0.58277E+01
  1566    0.51877E+03    0.17965E+02    0.70502E-01    0.56838E+01
  1567    0.51600E+03    0.18057E+02    0.70425E-01    0.55311E+01
  1568    0.51325E+03    0.18150E+02    0.70348E-01    0.53710E+01
  1569    0.51053E+03    0.18241E+02    0.70271E-01    0.52032E+01
  1570    0.50783E+03    0.18332E+02    0.70195E-01    0.50278E+01
  1571    0.50516E+03    0.18422E+02    0.70118E-01    0.48453E+01
  1572    0.50250E+03    0.18510E+02    0.70041E-01    0.46550E+01
  1573    0.49987E+03    0.18597E+02    0.69964E-01    0.44576E+01
  1574    0.49727E+03    0.18682E+02    0.69888E-01    0.42530E+01
  1575    0.49469E+03    0.18766E+02    0.69811E-01    0.40416E+01
  1576    0.49213E+03    0.18848E+02    0.69735E-01    0.38232E+01
  1577    0.48960E+03    0.18930E+02    0.69659E-01    0.35982E+01
  1578    0.48709E+03    0.19010E+02    0.69583E-01    0.33666E+01
  1579    0.48462E+03    0.19088E+02    0.69507E-01    0.31286E+01
  1580    0.48216E+03    0.19165E+02    0.69431E-01    0.28843E+01
  1581    0.47974E+03    0.19241E+02    0.69355E-01    0.26338E+01
  1582    0.47734E+03    0.19315E+02    0.69279E-01    0.23773E+01
  1583    0.47497E+03    0.19387E+02    0.69204E-01    0.21149E+01
  1584    0.47263E+03    0.19458E+02    0.69129E-01    0.18466E+01
  1585    0.47031E+03    0.19527E+02    0.69054E-01    0.15728E+01
  1586    0.46802E+03    0.19594E+02    0.68979E-01    0.12935E+01
  1587    0.46577E+03    0.19660E+02    0.68904E-01    0.10087E+01
  1588    0.46354E+03    0.19724E+02    0.68830E-01    0.71877E+00
  1589    0.46134E+03    0.19786E+02    0.68755E-01    0.42376E+00
  1590    0.45917E+03    0.19847E+02    0.68681E-01    0.12381E+00
  1591    0.45704E+03    0.19905E+02    0.68607E-01   -0.18091E+00
  1592    0.45493E+03    0.19962E+02    0.68534E-01   -0.49023E+00
  1593    0.45285E+03    0.20017E+02    0.68460E-01   -0.80415E+00
  1594    0.45080E+03    0.20071E+02    0.68387E-01   -0.11224E+01
  1595    0.44878E+03    0.20122E+02    0.68314E-01   -0.14447E+01
  1596    0.44680E+03    0.20172E+02    0.68242E-01   -0.17712E+01
  1597    0.44484E+03    0.20219E+02    0.68169E-01   -0.21015E+01
  1598    0.44292E+03    0.20264E+02    0.68097E-01   -0.24355E+01
  1599    0.44103E+03    0.20308E+02    0.68025E-01   -0.27732E+01
  1600    0.43917E+03    0.20350E+02    0.67954E-01   -0.31143E+01
  1601    0.43734E+03    0.20390E+02    0.67883E-01   -0.34588E+01
  1602    0.43554E+03    0.20427E+02    0.67812E-01   -0.38063E+01
  1603    0.43378E+03    0.20462E+02    0.67741E-01   -0.41569E+01
  1604    0.43205E+03    0.20496E+02    0.67671E-01   -0.45105E+01
  1605    0.43035E+03    0.20527E+02    0.67601E-01   -0.48663E+01
  1606    0.42868E+03    0.20557E+02    0.67531E-01   -0.52250E+01
  1607    0.42704E+03    0.20584E+02    0.67461E-01   -0.55861E+01
  1608    0.42544E+03    0.20610E+02    0.67392E-01   -0.59488E+01
  1609    0.42387E+03    0.20633E+02    0.67324E-01   -0.63138E+01
  1610    0.42233E+03    0.20653E+02    0.67255E-01   -0.66806E+01
  1611    0.42082E+03    0.20672E+02    0.67187E-01   -0.70487E+01
  1612    0.41935E+03    0.20689E+02    0.67119E-01   -0.74186E+01
  1613    0.41790E+03    0.20703E+02    0.67052E-01   -0.77897E+01
  1614    0.41649E+03    0.20716E+02    0.66985E-01   -0.81620E+01
  1615    0.41512E+03    0.20727E+02    0.66918E-01   -0.85349E+01
  1616    0.41377E+03    0.20735E+02    0.66852E-01   -0.89086E+01
  1617    0.41245E+03    0.20741E+02    0.66786E-01   -0.92828E+01
  1618    0.41117E+03    0.20745E+02    0.66720E-01   -0.96576E+01
  1619    0.40991E+03    0.20747E+02    0.66655E-01   -0.10033E+02
  1620    0.40870E+03    0.20747E+02    0.66590E-01   -0.10408E+02
  1621    0.40751E+03    0.20744E+02    0.66526E-01   -0.10783E+02
  1622    0.40635E+03    0.20739E+02    0.66462E-01   -0.11158E+02
  1623    0.40522E+03    0.20733E+02    0.66398E-01   -0.11533E+02
  1624    0.40413E+03    0.20724E+02    0.66335E-01   -0.11907E+02
  1625    0.40307E+03    0.20713E+02    0.66272E-01   -0.12281E+02
  1626    0.40203E+03    0.20700E+02    0.66209E-01   -0.12654E+02
  1627    0.40103E+03    0.20684E+02    0.66147E-01   -0.13025E+02
  1628    0.40005E+03    0.20667E+02    0.66086E-01   -0.13396E+02
  1629    0.39911E+03    0.20647E+02    0.66024E-01   -0.13765E+02
  1630    0.39820E+03    0.20626E+02    0.65963E-01   -0.14133E+02
  1631    0.39731E+03    0.20602E+02    0.65903E-01   -0.14499E+02
  1632    0.39646E+03    0.20576E+02    0.65843E-01   -0.14864E+02
  1633    0.39564E+03    0.20548E+02    0.65783E-01   -0.15227E+02
  1634    0.39485E+03    0.20518E+02    0.65724E-01   -0.15588E+02
  1635    0.39408E+03    0.20487E+02    0.65665E-01   -0.15947E+02
  1636    0.39335E+03    0.20452E+02    0.65606E-01   -0.16303E+02
  1637    0.39264E+03    0.20416E+02    0.65548E-01   -0.16657E+02
  1638    0.39195E+03    0.20378E+02    0.65490E-01   -0.17009E+02
  1639    0.39131E+03    0.20338E+02    0.65433E-01   -0.17358E+02
  1640    0.39068E+03    0.20296E+02    0.65376E-01   -0.17705E+02
  1641    0.39008E+03    0.20252E+02    0.65319E-01   -0.18048E+02
  1642    0.38951E+03    0.20206E+02    0.65263E-01   -0.18388E+02
  1643    0.38897E+03    0.20158E+02    0.65207E-01   -0.18725E+02
  1644    0.38845E+03    0.20108E+02    0.65152E-01   -0.19060E+02
  1645    0.38796E+03    0.20056E+02    0.65097E-01   -0.19391E+02
