#    L    TT             EE             BB             TE             PP             TP             EP          
  6737    0.92996E-02   -0.24609E-04    0.00000E+00    0.14272E-03    0.96288E-10    0.89201E-08   -0.17848E-11
  6738    0.92854E-02   -0.24300E-04    0.00000E+00    0.14220E-03    0.96234E-10    0.89149E-08   -0.17559E-11
  6739    0.92712E-02   -0.23990E-04    0.00000E+00    0.14169E-03    0.96181E-10    0.89096E-08   -0.17271E-11
  6740    0.92570E-02   -0.23681E-04    0.00000E+00    0.14117E-03    0.96128E-10    0.89044E-08   -0.16982E-11
  6741    0.92429E-02   -0.23370E-04    0.00000E+00    0.14066E-03    0.96075E-10    0.88992E-08   -0.16692E-11
  6742    0.92287E-02   -0.23060E-04    0.00000E+00    0.14014E-03    0.96022E-10    0.88940E-08   -0.16403E-11
  6743    0.92146E-02   -0.22749E-04    0.00000E+00    0.13963E-03    0.95970E-10    0.88888E-08   -0.16113E-11
  6744    0.92004E-02   -0.22437E-04    0.00000E+00    0.13911E-03    0.95917E-10    0.88836E-08   -0.15822E-11
  6745    0.91863E-02   -0.22125E-04    0.00000E+00    0.13859E-03    0.95864E-10    0.88784E-08   -0.15532E-11
  6746    0.91722E-02   -0.21813E-04    0.00000E+00    0.13808E-03    0.95811E-10    0.88732E-08   -0.15241E-11
  6747    0.91581E-02   -0.21501E-04    0.00000E+00    0.13756E-03    0.95758E-10    0.88680E-08   -0.14949E-11
  6748    0.91441E-02   -0.21188E-04    0.00000E+00    0.13704E-03    0.95705E-10    0.88628E-08   -0.14658E-11
  6749    0.91300E-02   -0.20875E-04    0.00000E+00    0.13653E-03    0.95653E-10    0.88576E-08   -0.14366E-11
  6750    0.91160E-02   -0.20562E-04    0.00000E+00    0.13601E-03    0.95600E-10    0.88525E-08   -0.14074E-11
  6751    0.91020E-02   -0.20248E-04    0.00000E+00    0.13550E-03    0.95547E-10    0.88473E-08   -0.13782E-11
  6752    0.90880E-02   -0.19934E-04    0.00000E+00    0.13498E-03    0.95495E-10    0.88421E-08   -0.13489E-11
  6753    0.90740E-02   -0.19620E-04    0.00000E+00    0.13446E-03    0.95442E-10    0.88369E-08   -0.13196E-11
  6754    0.90600E-02   -0.19305E-04    0.00000E+00    0.13395E-03    0.95389E-10    0.88318E-08   -0.12903E-11
  6755    0.90461E-02   -0.18990E-04    0.00000E+00    0.13343E-03    0.95337E-10    0.88266E-08   -0.12610E-11
  6756    0.90321E-02   -0.18675E-04    0.00000E+00    0.13291E-03    0.95284E-10    0.88214E-08   -0.12316E-11
  6757    0.90182E-02   -0.18360E-04    0.00000E+00    0.13240E-03    0.95232E-10    0.88163E-08   -0.12022E-11
  6758    0.90043E-02   -0.18044E-04    0.00000E+00    0.13188E-03    0.95179E-10    0.88111E-08   -0.11728E-11
  6759    0.89904E-02   -0.17728E-04    0.00000E+00    0.13136E-03    0.95127E-10    0.88059E-08   -0.11434E-11
  6760    0.89765E-02   -0.17412E-04    0.00000E+00    0.13085E-03    0.95074E-10    0.88008E-08   -0.11139E-11
  6761    0.89626E-02   -0.17096E-04    0.00000E+00    0.13033E-03    0.95022E-10    0.87956E-08   -0.10844E-11
  6762    0.89488E-02   -0.16779E-04    0.00000E+00    0.12981E-03    0.94969E-10    0.87905E-08   -0.10550E-11
  6763    0.89350E-02   -0.16463E-04    0.00000E+00    0.12930E-03    0.94917E-10    0.87854E-08   -0.10254E-11
  6764    0.89212E-02   -0.16146E-04    0.00000E+00    0.12878E-03    0.94865E-10    0.87802E-08   -0.99591E-12
  6765    0.89074E-02   -0.15828E-04    0.00000E+00    0.12827E-03    0.94812E-10    0.87751E-08   -0.96636E-12
  6766    0.88936E-02   -0.15511E-04    0.00000E+00    0.12775E-03    0.94760E-10    0.87699E-08   -0.93680E-12
  6767    0.88798E-02   -0.15193E-04    0.00000E+00    0.12723E-03    0.94708E-10    0.87648E-08   -0.90722E-12
  6768    0.88661E-02   -0.14876E-04    0.00000E+00    0.12672E-03    0.94655E-10    0.87597E-08   -0.87762E-12
  6769    0.88523E-02   -0.14558E-04    0.00000E+00    0.12620E-03    0.94603E-10    0.87546E-08   -0.84801E-12
  6770    0.88386E-02   -0.14239E-04    0.00000E+00    0.12568E-03    0.94551E-10    0.87494E-08   -0.81838E-12
  6771    0.88249E-02   -0.13921E-04    0.00000E+00    0.12517E-03    0.94499E-10    0.87443E-08   -0.78874E-12
  6772    0.88112E-02   -0.13603E-04    0.00000E+00    0.12465E-03    0.94447E-10    0.87392E-08   -0.75908E-12
  6773    0.87976E-02   -0.13284E-04    0.00000E+00    0.12414E-03    0.94395E-10    0.87341E-08   -0.72942E-12
  6774    0.87839E-02   -0.12965E-04    0.00000E+00    0.12362E-03    0.94343E-10    0.87290E-08   -0.69974E-12
  6775    0.87703E-02   -0.12647E-04    0.00000E+00    0.12311E-03    0.94291E-10    0.87239E-08   -0.67004E-12
  6776    0.87567E-02   -0.12328E-04    0.00000E+00    0.12259E-03    0.94239E-10    0.87188E-08   -0.64034E-12
  6777    0.87431E-02   -0.12009E-04    0.00000E+00    0.12208E-03    0.94187E-10    0.87137E-08   -0.61063E-12
  6778    0.87295E-02   -0.11689E-04    0.00000E+00    0.12156E-03    0.94135E-10    0.87086E-08   -0.58091E-12
  6779    0.87159E-02   -0.11370E-04    0.00000E+00    0.12105E-03    0.94083E-10    0.87035E-08   -0.55118E-12
  6780    0.87023E-02   -0.11051E-04    0.00000E+00    0.12053E-03    0.94031E-10    0.86984E-08   -0.52144E-12
  6781    0.86888E-02   -0.10731E-04    0.00000E+00    0.12002E-03    0.93979E-10    0.86933E-08   -0.49169E-12
  6782    0.86753E-02   -0.10412E-04    0.00000E+00    0.11951E-03    0.93927E-10    0.86882E-08   -0.46194E-12
  6783    0.86618E-02   -0.10092E-04    0.00000E+00    0.11899E-03    0.93875E-10    0.86831E-08   -0.43218E-12
  6784    0.86483E-02   -0.97723E-05    0.00000E+00    0.11848E-03    0.93823E-10    0.86781E-08   -0.40241E-12
  6785    0.86348E-02   -0.94526E-05    0.00000E+00    0.11797E-03    0.93772E-10    0.86730E-08   -0.37264E-12
  6786    0.86214E-02   -0.91328E-05    0.00000E+00    0.11745E-03    0.93720E-10    0.86679E-08   -0.34287E-12
  6787    0.86079E-02   -0.88130E-05    0.00000E+00    0.11694E-03    0.93668E-10    0.86629E-08   -0.31309E-12
  6788    0.85945E-02   -0.84931E-05    0.00000E+00    0.11643E-03    0.93616E-10    0.86578E-08   -0.28331E-12
  6789    0.85811E-02   -0.81732E-05    0.00000E+00    0.11591E-03    0.93565E-10    0.86527E-08   -0.25353E-12
  6790    0.85677E-02   -0.78533E-05    0.00000E+00    0.11540E-03    0.93513E-10    0.86477E-08   -0.22374E-12
  6791    0.85544E-02   -0.75333E-05    0.00000E+00    0.11489E-03    0.93462E-10    0.86426E-08   -0.19396E-12
  6792    0.85410E-02   -0.72134E-05    0.00000E+00    0.11438E-03    0.93410E-10    0.86376E-08   -0.16417E-12
  6793    0.85277E-02   -0.68935E-05    0.00000E+00    0.11387E-03    0.93358E-10    0.86325E-08   -0.13438E-12
  6794    0.85144E-02   -0.65735E-05    0.00000E+00    0.11336E-03    0.93307E-10    0.86275E-08   -0.10460E-12
  6795    0.85010E-02   -0.62536E-05    0.00000E+00    0.11284E-03    0.93255E-10    0.86224E-08   -0.74812E-13
  6796    0.84878E-02   -0.59337E-05    0.00000E+00    0.11233E-03    0.93204E-10    0.86174E-08   -0.45030E-13
  6797    0.84745E-02   -0.56139E-05    0.00000E+00    0.11182E-03    0.93152E-10    0.86123E-08   -0.15252E-13
  6798    0.84612E-02   -0.52941E-05    0.00000E+00    0.11131E-03    0.93101E-10    0.86073E-08    0.14524E-13
  6799    0.84480E-02   -0.49743E-05    0.00000E+00    0.11080E-03    0.93050E-10    0.86023E-08    0.44295E-13
  6800    0.84348E-02   -0.46546E-05    0.00000E+00    0.11030E-03    0.92998E-10    0.85973E-08    0.74062E-13
  6801    0.84216E-02   -0.43349E-05    0.00000E+00    0.10979E-03    0.92947E-10    0.85922E-08    0.10382E-12
  6802    0.84084E-02   -0.40153E-05    0.00000E+00    0.10928E-03    0.92896E-10    0.85872E-08    0.13358E-12
  6803    0.83952E-02   -0.36958E-05    0.00000E+00    0.10877E-03    0.92844E-10    0.85822E-08    0.16333E-12
  6804    0.83821E-02   -0.33764E-05    0.00000E+00    0.10826E-03    0.92793E-10    0.85772E-08    0.19307E-12
  6805    0.83690E-02   -0.30571E-05    0.00000E+00    0.10775E-03    0.92742E-10    0.85722E-08    0.22280E-12
  6806    0.83559E-02   -0.27378E-05    0.00000E+00    0.10725E-03    0.92691E-10    0.85672E-08    0.25252E-12
  6807    0.83428E-02   -0.24187E-05    0.00000E+00    0.10674E-03    0.92639E-10    0.85622E-08    0.28224E-12
  6808    0.83297E-02   -0.20996E-05    0.00000E+00    0.10623E-03    0.92588E-10    0.85572E-08    0.31194E-12
  6809    0.83166E-02   -0.17807E-05    0.00000E+00    0.10573E-03    0.92537E-10    0.85522E-08    0.34164E-12
  6810    0.83036E-02   -0.14620E-05    0.00000E+00    0.10522E-03    0.92486E-10    0.85472E-08    0.37132E-12
  6811    0.82906E-02   -0.11433E-05    0.00000E+00    0.10472E-03    0.92435E-10    0.85422E-08    0.40099E-12
  6812    0.82775E-02   -0.82481E-06    0.00000E+00    0.10421E-03    0.92384E-10    0.85372E-08    0.43065E-12
  6813    0.82646E-02   -0.50646E-06    0.00000E+00    0.10371E-03    0.92333E-10    0.85322E-08    0.46029E-12
  6814    0.82516E-02   -0.18826E-06    0.00000E+00    0.10320E-03    0.92282E-10    0.85272E-08    0.48992E-12
  6815    0.82386E-02    0.12978E-06    0.00000E+00    0.10270E-03    0.92231E-10    0.85222E-08    0.51954E-12
  6816    0.82257E-02    0.44765E-06    0.00000E+00    0.10220E-03    0.92180E-10    0.85173E-08    0.54914E-12
  6817    0.82128E-02    0.76533E-06    0.00000E+00    0.10170E-03    0.92129E-10    0.85123E-08    0.57873E-12
  6818    0.81999E-02    0.10828E-05    0.00000E+00    0.10119E-03    0.92078E-10    0.85073E-08    0.60830E-12
  6819    0.81870E-02    0.14001E-05    0.00000E+00    0.10069E-03    0.92027E-10    0.85023E-08    0.63785E-12
  6820    0.81741E-02    0.17172E-05    0.00000E+00    0.10019E-03    0.91976E-10    0.84974E-08    0.66738E-12
  6821    0.81613E-02    0.20342E-05    0.00000E+00    0.99691E-04    0.91925E-10    0.84924E-08    0.69690E-12
  6822    0.81484E-02    0.23508E-05    0.00000E+00    0.99191E-04    0.91875E-10    0.84875E-08    0.72639E-12
  6823    0.81356E-02    0.26673E-05    0.00000E+00    0.98691E-04    0.91824E-10    0.84825E-08    0.75587E-12
  6824    0.81228E-02    0.29835E-05    0.00000E+00    0.98192E-04    0.91773E-10    0.84776E-08    0.78533E-12
  6825    0.81100E-02    0.32995E-05    0.00000E+00    0.97694E-04    0.91722E-10    0.84726E-08    0.81476E-12
  6826    0.80973E-02    0.36153E-05    0.00000E+00    0.97196E-04    0.91672E-10    0.84677E-08    0.84418E-12
  6827    0.80845E-02    0.39308E-05    0.00000E+00    0.96698E-04    0.91621E-10    0.84627E-08    0.87357E-12
  6828    0.80718E-02    0.42460E-05    0.00000E+00    0.96202E-04    0.91570E-10    0.84578E-08    0.90293E-12
  6829    0.80591E-02    0.45610E-05    0.00000E+00    0.95705E-04    0.91520E-10    0.84529E-08    0.93228E-12
  6830    0.80464E-02    0.48757E-05    0.00000E+00    0.95209E-04    0.91469E-10    0.84479E-08    0.96160E-12
  6831    0.80338E-02    0.51901E-05    0.00000E+00    0.94714E-04    0.91419E-10    0.84430E-08    0.99089E-12
  6832    0.80211E-02    0.55042E-05    0.00000E+00    0.94220E-04    0.91368E-10    0.84381E-08    0.10202E-11
  6833    0.80085E-02    0.58181E-05    0.00000E+00    0.93725E-04    0.91318E-10    0.84332E-08    0.10494E-11
  6834    0.79959E-02    0.61316E-05    0.00000E+00    0.93232E-04    0.91267E-10    0.84282E-08    0.10786E-11
  6835    0.79833E-02    0.64448E-05    0.00000E+00    0.92739E-04    0.91217E-10    0.84233E-08    0.11078E-11
  6836    0.79707E-02    0.67577E-05    0.00000E+00    0.92247E-04    0.91166E-10    0.84184E-08    0.11370E-11
  6837    0.79581E-02    0.70703E-05    0.00000E+00    0.91755E-04    0.91116E-10    0.84135E-08    0.11661E-11
  6838    0.79456E-02    0.73826E-05    0.00000E+00    0.91264E-04    0.91065E-10    0.84086E-08    0.11952E-11
  6839    0.79331E-02    0.76945E-05    0.00000E+00    0.90774E-04    0.91015E-10    0.84037E-08    0.12243E-11
  6840    0.79206E-02    0.80060E-05    0.00000E+00    0.90284E-04    0.90965E-10    0.83988E-08    0.12533E-11
  6841    0.79081E-02    0.83172E-05    0.00000E+00    0.89795E-04    0.90915E-10    0.83939E-08    0.12823E-11
  6842    0.78956E-02    0.86281E-05    0.00000E+00    0.89306E-04    0.90864E-10    0.83890E-08    0.13113E-11
  6843    0.78832E-02    0.89386E-05    0.00000E+00    0.88819E-04    0.90814E-10    0.83841E-08    0.13403E-11
  6844    0.78707E-02    0.92487E-05    0.00000E+00    0.88331E-04    0.90764E-10    0.83793E-08    0.13692E-11
  6845    0.78583E-02    0.95584E-05    0.00000E+00    0.87845E-04    0.90714E-10    0.83744E-08    0.13980E-11
  6846    0.78459E-02    0.98677E-05    0.00000E+00    0.87359E-04    0.90663E-10    0.83695E-08    0.14269E-11
  6847    0.78336E-02    0.10177E-04    0.00000E+00    0.86874E-04    0.90613E-10    0.83646E-08    0.14557E-11
  6848    0.78212E-02    0.10485E-04    0.00000E+00    0.86390E-04    0.90563E-10    0.83598E-08    0.14845E-11
  6849    0.78089E-02    0.10793E-04    0.00000E+00    0.85906E-04    0.90513E-10    0.83549E-08    0.15132E-11
  6850    0.77965E-02    0.11101E-04    0.00000E+00    0.85423E-04    0.90463E-10    0.83500E-08    0.15419E-11
  6851    0.77842E-02    0.11408E-04    0.00000E+00    0.84941E-04    0.90413E-10    0.83452E-08    0.15705E-11
  6852    0.77720E-02    0.11715E-04    0.00000E+00    0.84459E-04    0.90363E-10    0.83403E-08    0.15992E-11
  6853    0.77597E-02    0.12021E-04    0.00000E+00    0.83978E-04    0.90313E-10    0.83355E-08    0.16278E-11
  6854    0.77475E-02    0.12327E-04    0.00000E+00    0.83498E-04    0.90263E-10    0.83306E-08    0.16563E-11
  6855    0.77352E-02    0.12633E-04    0.00000E+00    0.83019E-04    0.90213E-10    0.83258E-08    0.16848E-11
  6856    0.77230E-02    0.12938E-04    0.00000E+00    0.82540E-04    0.90163E-10    0.83209E-08    0.17133E-11
  6857    0.77108E-02    0.13242E-04    0.00000E+00    0.82062E-04    0.90113E-10    0.83161E-08    0.17417E-11
  6858    0.76987E-02    0.13546E-04    0.00000E+00    0.81585E-04    0.90063E-10    0.83112E-08    0.17700E-11
  6859    0.76865E-02    0.13850E-04    0.00000E+00    0.81109E-04    0.90013E-10    0.83064E-08    0.17984E-11
  6860    0.76744E-02    0.14153E-04    0.00000E+00    0.80634E-04    0.89964E-10    0.83016E-08    0.18267E-11
  6861    0.76623E-02    0.14456E-04    0.00000E+00    0.80159E-04    0.89914E-10    0.82967E-08    0.18549E-11
  6862    0.76502E-02    0.14758E-04    0.00000E+00    0.79685E-04    0.89864E-10    0.82919E-08    0.18831E-11
  6863    0.76381E-02    0.15059E-04    0.00000E+00    0.79212E-04    0.89814E-10    0.82871E-08    0.19113E-11
  6864    0.76261E-02    0.15360E-04    0.00000E+00    0.78740E-04    0.89765E-10    0.82823E-08    0.19394E-11
  6865    0.76140E-02    0.15661E-04    0.00000E+00    0.78268E-04    0.89715E-10    0.82775E-08    0.19674E-11
  6866    0.76020E-02    0.15961E-04    0.00000E+00    0.77798E-04    0.89665E-10    0.82727E-08    0.19954E-11
  6867    0.75900E-02    0.16260E-04    0.00000E+00    0.77328E-04    0.89616E-10    0.82678E-08    0.20234E-11
  6868    0.75781E-02    0.16559E-04    0.00000E+00    0.76859E-04    0.89566E-10    0.82630E-08    0.20513E-11
  6869    0.75661E-02    0.16857E-04    0.00000E+00    0.76391E-04    0.89516E-10    0.82582E-08    0.20792E-11
  6870    0.75542E-02    0.17155E-04    0.00000E+00    0.75924E-04    0.89467E-10    0.82534E-08    0.21070E-11
  6871    0.75423E-02    0.17452E-04    0.00000E+00    0.75458E-04    0.89417E-10    0.82486E-08    0.21348E-11
  6872    0.75304E-02    0.17749E-04    0.00000E+00    0.74992E-04    0.89368E-10    0.82439E-08    0.21625E-11
  6873    0.75185E-02    0.18045E-04    0.00000E+00    0.74528E-04    0.89318E-10    0.82391E-08    0.21901E-11
  6874    0.75066E-02    0.18340E-04    0.00000E+00    0.74064E-04    0.89269E-10    0.82343E-08    0.22177E-11
  6875    0.74948E-02    0.18635E-04    0.00000E+00    0.73601E-04    0.89220E-10    0.82295E-08    0.22453E-11
  6876    0.74830E-02    0.18929E-04    0.00000E+00    0.73140E-04    0.89170E-10    0.82247E-08    0.22728E-11
  6877    0.74712E-02    0.19222E-04    0.00000E+00    0.72679E-04    0.89121E-10    0.82200E-08    0.23002E-11
  6878    0.74594E-02    0.19515E-04    0.00000E+00    0.72219E-04    0.89071E-10    0.82152E-08    0.23276E-11
  6879    0.74476E-02    0.19808E-04    0.00000E+00    0.71760E-04    0.89022E-10    0.82104E-08    0.23549E-11
  6880    0.74359E-02    0.20099E-04    0.00000E+00    0.71302E-04    0.88973E-10    0.82057E-08    0.23822E-11
  6881    0.74242E-02    0.20390E-04    0.00000E+00    0.70844E-04    0.88923E-10    0.82009E-08    0.24094E-11
  6882    0.74125E-02    0.20681E-04    0.00000E+00    0.70388E-04    0.88874E-10    0.81961E-08    0.24366E-11
  6883    0.74008E-02    0.20970E-04    0.00000E+00    0.69933E-04    0.88825E-10    0.81914E-08    0.24637E-11
  6884    0.73891E-02    0.21259E-04    0.00000E+00    0.69479E-04    0.88776E-10    0.81866E-08    0.24907E-11
  6885    0.73775E-02    0.21548E-04    0.00000E+00    0.69025E-04    0.88727E-10    0.81819E-08    0.25177E-11
  6886    0.73659E-02    0.21835E-04    0.00000E+00    0.68573E-04    0.88677E-10    0.81771E-08    0.25446E-11
  6887    0.73543E-02    0.22122E-04    0.00000E+00    0.68122E-04    0.88628E-10    0.81724E-08    0.25715E-11
  6888    0.73427E-02    0.22408E-04    0.00000E+00    0.67672E-04    0.88579E-10    0.81677E-08    0.25983E-11
  6889    0.73311E-02    0.22694E-04    0.00000E+00    0.67222E-04    0.88530E-10    0.81629E-08    0.26250E-11
  6890    0.73196E-02    0.22979E-04    0.00000E+00    0.66774E-04    0.88481E-10    0.81582E-08    0.26517E-11
  6891    0.73081E-02    0.23263E-04    0.00000E+00    0.66327E-04    0.88432E-10    0.81535E-08    0.26783E-11
  6892    0.72966E-02    0.23546E-04    0.00000E+00    0.65881E-04    0.88383E-10    0.81488E-08    0.27048E-11
  6893    0.72851E-02    0.23829E-04    0.00000E+00    0.65435E-04    0.88334E-10    0.81440E-08    0.27313E-11
  6894    0.72736E-02    0.24111E-04    0.00000E+00    0.64991E-04    0.88285E-10    0.81393E-08    0.27577E-11
  6895    0.72622E-02    0.24392E-04    0.00000E+00    0.64548E-04    0.88236E-10    0.81346E-08    0.27841E-11
  6896    0.72508E-02    0.24672E-04    0.00000E+00    0.64106E-04    0.88187E-10    0.81299E-08    0.28104E-11
  6897    0.72394E-02    0.24952E-04    0.00000E+00    0.63665E-04    0.88138E-10    0.81252E-08    0.28366E-11
  6898    0.72280E-02    0.25231E-04    0.00000E+00    0.63225E-04    0.88089E-10    0.81205E-08    0.28627E-11
  6899    0.72166E-02    0.25509E-04    0.00000E+00    0.62787E-04    0.88041E-10    0.81158E-08    0.28888E-11
  6900    0.72053E-02    0.25786E-04    0.00000E+00    0.62349E-04    0.87992E-10    0.81111E-08    0.29148E-11
  6901    0.71940E-02    0.26063E-04    0.00000E+00    0.61912E-04    0.87943E-10    0.81064E-08    0.29407E-11
  6902    0.71827E-02    0.26338E-04    0.00000E+00    0.61477E-04    0.87894E-10    0.81017E-08    0.29666E-11
  6903    0.71714E-02    0.26613E-04    0.00000E+00    0.61043E-04    0.87845E-10    0.80970E-08    0.29924E-11
  6904    0.71601E-02    0.26887E-04    0.00000E+00    0.60609E-04    0.87797E-10    0.80923E-08    0.30181E-11
  6905    0.71489E-02    0.27161E-04    0.00000E+00    0.60177E-04    0.87748E-10    0.80877E-08    0.30437E-11
  6906    0.71377E-02    0.27433E-04    0.00000E+00    0.59746E-04    0.87699E-10    0.80830E-08    0.30693E-11
  6907    0.71265E-02    0.27705E-04    0.00000E+00    0.59316E-04    0.87651E-10    0.80783E-08    0.30948E-11
  6908    0.71153E-02    0.27976E-04    0.00000E+00    0.58887E-04    0.87602E-10    0.80737E-08    0.31203E-11
  6909    0.71041E-02    0.28246E-04    0.00000E+00    0.58459E-04    0.87554E-10    0.80690E-08    0.31456E-11
  6910    0.70930E-02    0.28515E-04    0.00000E+00    0.58033E-04    0.87505E-10    0.80643E-08    0.31709E-11
  6911    0.70819E-02    0.28784E-04    0.00000E+00    0.57607E-04    0.87456E-10    0.80597E-08    0.31962E-11
  6912    0.70708E-02    0.29052E-04    0.00000E+00    0.57182E-04    0.87408E-10    0.80550E-08    0.32213E-11
  6913    0.70597E-02    0.29319E-04    0.00000E+00    0.56759E-04    0.87359E-10    0.80504E-08    0.32464E-11
